Date,Date_reported,Country,Susceptibility,New_cases,Total_Infected,New_deaths,Total_Deaths,Recovered
1118,2023-01-25,Sri Lanka,22557486,1,671984,0,16826,655158
1119,2023-01-26,Sri Lanka,22557485,1,671985,0,16826,655159
1120,2023-01-27,Sri Lanka,22557484,1,671986,0,16826,655160
1121,2023-01-28,Sri Lanka,22557484,0,671986,0,16826,655160
1122,2023-01-29,Sri Lanka,22557483,1,671987,1,16827,655160
1123,2023-01-30,Sri Lanka,22557483,0,671987,1,16828,655159
1124,2023-01-31,Sri Lanka,22557482,1,671988,0,16828,655160
1125,2023-02-01,Sri Lanka,22557481,1,671989,0,16828,655161
1126,2023-02-02,Sri Lanka,22557479,2,671991,0,16828,655163
1127,2023-02-03,Sri Lanka,22557476,3,671994,0,16828,655166
1128,2023-02-04,Sri Lanka,22557475,1,671995,0,16828,655167
1129,2023-02-05,Sri Lanka,22557470,5,672000,0,16828,655172
1130,2023-02-06,Sri Lanka,22557470,0,672000,0,16828,655172
1131,2023-02-07,Sri Lanka,22557468,2,672002,0,16828,655174
1132,2023-02-08,Sri Lanka,22557467,1,672003,0,16828,655175
1133,2023-02-09,Sri Lanka,22557466,1,672004,0,16828,655176
1134,2023-02-10,Sri Lanka,22557465,1,672005,0,16828,655177
1135,2023-02-11,Sri Lanka,22557463,2,672007,0,16828,655179
1136,2023-02-12,Sri Lanka,22557463,0,672007,0,16828,655179
1137,2023-02-13,Sri Lanka,22557461,2,672009,1,16829,655180
1138,2023-02-14,Sri Lanka,22557458,3,672012,0,16829,655183
1139,2023-02-15,Sri Lanka,22557455,3,672015,0,16829,655186
1140,2023-02-16,Sri Lanka,22557454,1,672016,0,16829,655187
1141,2023-02-17,Sri Lanka,22557453,1,672017,0,16829,655188
1142,2023-02-18,Sri Lanka,22557452,1,672018,0,16829,655189
1143,2023-02-19,Sri Lanka,22557450,2,672020,0,16829,655191
1144,2023-02-20,Sri Lanka,22557449,1,672021,0,16829,655192
1145,2023-02-21,Sri Lanka,22557448,1,672022,0,16829,655193
1146,2023-02-22,Sri Lanka,22557447,1,672023,0,16829,655194
1147,2023-02-23,Sri Lanka,22557446,1,672024,0,16829,655195
1148,2023-02-24,Sri Lanka,22557445,1,672025,1,16830,655195
1149,2023-02-25,Sri Lanka,22557444,1,672026,0,16830,655196
1150,2023-02-26,Sri Lanka,22557444,0,672026,0,16830,655196
1151,2023-02-27,Sri Lanka,22557443,1,672027,0,16830,655197
1152,2023-02-28,Sri Lanka,22557441,2,672029,0,16830,655199
1153,2023-03-01,Sri Lanka,22557440,1,672030,0,16830,655200
1154,2023-03-02,Sri Lanka,22557439,1,672031,0,16830,655201
1155,2023-03-03,Sri Lanka,22557439,0,672031,0,16830,655201
1156,2023-03-04,Sri Lanka,22557438,1,672032,0,16830,655202
1157,2023-03-05,Sri Lanka,22557438,0,672032,0,16830,655202
1158,2023-03-06,Sri Lanka,22557436,2,672034,0,16830,655204
1159,2023-03-07,Sri Lanka,22557436,0,672034,0,16830,655204
1160,2023-03-08,Sri Lanka,22557434,2,672036,0,16830,655206
1161,2023-03-09,Sri Lanka,22557433,1,672037,0,16830,655207
1162,2023-03-10,Sri Lanka,22557431,2,672039,0,16830,655209
1163,2023-03-11,Sri Lanka,22557430,1,672040,0,16830,655210
1164,2023-03-12,Sri Lanka,22557430,0,672040,0,16830,655210
1165,2023-03-13,Sri Lanka,22557429,1,672041,0,16830,655211
1166,2023-03-14,Sri Lanka,22557427,2,672043,1,16831,655212
1167,2023-03-15,Sri Lanka,22557423,4,672047,0,16831,655216
1168,2023-03-16,Sri Lanka,22557422,1,672048,0,16831,655217
1169,2023-03-17,Sri Lanka,22557422,0,672048,0,16831,655217
1170,2023-03-18,Sri Lanka,22557419,3,672051,0,16831,655220
1171,2023-03-19,Sri Lanka,22557418,1,672052,0,16831,655221
1172,2023-03-20,Sri Lanka,22557417,1,672053,0,16831,655222
1173,2023-03-21,Sri Lanka,22557416,1,672054,1,16832,655222
1174,2023-03-22,Sri Lanka,22557412,4,672058,0,16832,655226
1175,2023-03-23,Sri Lanka,22557411,1,672059,1,16833,655226
1176,2023-03-24,Sri Lanka,22557409,2,672061,0,16833,655228
1177,2023-03-25,Sri Lanka,22557407,2,672063,0,16833,655230
1178,2023-03-26,Sri Lanka,22557407,0,672063,0,16833,655230
1179,2023-03-27,Sri Lanka,22557406,1,672064,0,16833,655231
1180,2023-03-28,Sri Lanka,22557402,4,672068,1,16834,655234
1181,2023-03-29,Sri Lanka,22557402,0,672068,0,16834,655234
1182,2023-03-30,Sri Lanka,22557401,1,672069,0,16834,655235
1183,2023-03-31,Sri Lanka,22557401,0,672069,0,16834,655235
1184,2023-04-01,Sri Lanka,22557396,5,672074,0,16834,655240
1185,2023-04-02,Sri Lanka,22557394,2,672076,0,16834,655242
1186,2023-04-03,Sri Lanka,22557393,1,672077,0,16834,655243
1187,2023-04-04,Sri Lanka,22557391,2,672079,0,16834,655245
1188,2023-04-05,Sri Lanka,22557387,4,672083,0,16834,655249
1189,2023-04-06,Sri Lanka,22557386,1,672084,0,16834,655250
1190,2023-04-07,Sri Lanka,22557384,2,672086,0,16834,655252
1191,2023-04-08,Sri Lanka,22557383,1,672087,0,16834,655253
1192,2023-04-09,Sri Lanka,22557381,2,672089,0,16834,655255
1193,2023-04-10,Sri Lanka,22557379,2,672091,0,16834,655257
1194,2023-04-11,Sri Lanka,22557378,1,672092,1,16835,655257
1195,2023-04-12,Sri Lanka,22557376,2,672094,0,16835,655259
1196,2023-04-13,Sri Lanka,22557373,3,672097,0,16835,655262
1197,2023-04-14,Sri Lanka,22557369,4,672101,0,16835,655266
1198,2023-04-15,Sri Lanka,22557367,2,672103,0,16835,655268
1199,2023-04-16,Sri Lanka,22557366,1,672104,0,16835,655269
1200,2023-04-17,Sri Lanka,22557364,2,672106,0,16835,655271
1201,2023-04-18,Sri Lanka,22557360,4,672110,0,16835,655275
1202,2023-04-19,Sri Lanka,22557352,8,672118,0,16835,655283
1203,2023-04-20,Sri Lanka,22557347,5,672123,0,16835,655288
1204,2023-04-21,Sri Lanka,22557343,4,672127,1,16836,655291
1205,2023-04-22,Sri Lanka,22557340,3,672130,2,16838,655292
1206,2023-04-23,Sri Lanka,22557338,2,672132,0,16838,655294
1207,2023-04-24,Sri Lanka,22557334,4,672136,0,16838,655298
1208,2023-04-25,Sri Lanka,22557331,3,672139,1,16839,655300
1209,2023-04-26,Sri Lanka,22557327,4,672143,2,16841,655302
1210,2023-04-27,Sri Lanka,22557320,7,672150,0,16841,655309
1211,2023-04-28,Sri Lanka,22557317,3,672153,0,16841,655312
1212,2023-04-29,Sri Lanka,22557311,6,672159,1,16842,655317
1213,2023-04-30,Sri Lanka,22557306,5,672164,0,16842,655322
1214,2023-05-01,Sri Lanka,22557299,7,672171,0,16842,655329
1215,2023-05-02,Sri Lanka,22557293,6,672177,1,16843,655334
1216,2023-05-03,Sri Lanka,22557287,6,672183,1,16844,655339
1217,2023-05-04,Sri Lanka,22557282,5,672188,0,16844,655344
1218,2023-05-05,Sri Lanka,22557276,6,672194,0,16844,655350
1219,2023-05-06,Sri Lanka,22557263,13,672207,0,16844,655363
1220,2023-05-07,Sri Lanka,22557255,8,672215,3,16847,655368
1221,2023-05-08,Sri Lanka,22557249,6,672221,0,16847,655374
1222,2023-05-09,Sri Lanka,22557243,6,672227,2,16849,655378
1223,2023-05-10,Sri Lanka,22557238,5,672232,1,16850,655382
1224,2023-05-11,Sri Lanka,22557229,9,672241,1,16851,655390
1225,2023-05-12,Sri Lanka,22557205,24,672265,0,16851,655414
1226,2023-05-13,Sri Lanka,22557195,10,672275,2,16853,655422
1227,2023-05-14,Sri Lanka,22557187,8,672283,2,16855,655428
1228,2023-05-15,Sri Lanka,22557177,10,672293,0,16855,655438
1229,2023-05-16,Sri Lanka,22557166,11,672304,1,16856,655448
1230,2023-05-17,Sri Lanka,22557153,13,672317,0,16856,655461
1231,2023-05-18,Sri Lanka,22557148,5,672322,2,16858,655464
1232,2023-05-19,Sri Lanka,22557128,20,672342,3,16861,655481
1233,2023-05-20,Sri Lanka,22557113,15,672357,3,16864,655493
1234,2023-05-21,Sri Lanka,22557104,9,672366,1,16865,655501
1235,2023-05-22,Sri Lanka,22557099,5,672371,0,16865,655506
1236,2023-05-23,Sri Lanka,22557090,9,672380,3,16868,655512
1237,2023-05-24,Sri Lanka,22557077,13,672393,1,16869,655524
1238,2023-05-25,Sri Lanka,22557062,15,672408,1,16870,655538
1239,2023-05-26,Sri Lanka,22557051,11,672419,0,16870,655549
1240,2023-05-27,Sri Lanka,22557040,11,672430,0,16870,655560
1241,2023-05-28,Sri Lanka,22557031,9,672439,0,16870,655569
1242,2023-05-29,Sri Lanka,22557026,5,672444,0,16870,655574
1243,2023-05-30,Sri Lanka,22557021,5,672449,2,16872,655577
1244,2023-05-31,Sri Lanka,22557011,10,672459,0,16872,655587
1245,2023-06-01,Sri Lanka,22557003,8,672467,1,16873,655594
1246,2023-06-02,Sri Lanka,22556995,8,672475,0,16873,655602
1247,2023-06-03,Sri Lanka,22556988,7,672482,0,16873,655609
1248,2023-06-04,Sri Lanka,22556985,3,672485,2,16875,655610
1249,2023-06-05,Sri Lanka,22556983,2,672487,0,16875,655612
1250,2023-06-06,Sri Lanka,22556980,3,672490,1,16876,655614
1251,2023-06-07,Sri Lanka,22556975,5,672495,0,16876,655619
1252,2023-06-08,Sri Lanka,22556970,5,672500,0,16876,655624
1253,2023-06-09,Sri Lanka,22556968,2,672502,0,16876,655626
1254,2023-06-10,Sri Lanka,22556961,7,672509,0,16876,655633
1255,2023-06-11,Sri Lanka,22556956,5,672514,0,16876,655638
1256,2023-06-12,Sri Lanka,22556954,2,672516,0,16876,655640
1257,2023-06-13,Sri Lanka,22556952,2,672518,0,16876,655642
1258,2023-06-14,Sri Lanka,22556950,2,672520,0,16876,655644
1259,2023-06-15,Sri Lanka,22556948,2,672522,0,16876,655646
1260,2023-06-16,Sri Lanka,22556947,1,672523,1,16877,655646
1261,2023-06-17,Sri Lanka,22556945,2,672525,0,16877,655648
1262,2023-06-18,Sri Lanka,22556943,2,672527,0,16877,655650
1263,2023-06-19,Sri Lanka,22556942,1,672528,0,16877,655651
1264,2023-06-20,Sri Lanka,22556941,1,672529,0,16877,655652
1265,2023-06-21,Sri Lanka,22556940,1,672530,0,16877,655653
1266,2023-06-22,Sri Lanka,22556939,1,672531,0,16877,655654
1267,2023-06-23,Sri Lanka,22556938,1,672532,0,16877,655655
1268,2023-06-24,Sri Lanka,22556937,1,672533,0,16877,655656
1269,2023-06-25,Sri Lanka,22556936,1,672534,0,16877,655657
1270,2023-06-26,Sri Lanka,22556935,1,672535,0,16877,655658
1271,2023-06-27,Sri Lanka,22556932,3,672538,1,16878,655660
1272,2023-06-28,Sri Lanka,22556931,1,672539,1,16879,655660
1273,2023-06-29,Sri Lanka,22556931,0,672539,0,16879,655660
1274,2023-06-30,Sri Lanka,22556929,2,672541,0,16879,655662
1275,2023-07-01,Sri Lanka,22556928,1,672542,0,16879,655663
1276,2023-07-02,Sri Lanka,22556928,0,672542,0,16879,655663
1277,2023-07-03,Sri Lanka,22556927,1,672543,0,16879,655664
1278,2023-07-04,Sri Lanka,22556926,1,672544,0,16879,655665
1279,2023-07-05,Sri Lanka,22556925,1,672545,0,16879,655666
1280,2023-07-06,Sri Lanka,22556921,4,672549,1,16880,655669
1281,2023-07-07,Sri Lanka,22556920,1,672550,0,16880,655670
1282,2023-07-08,Sri Lanka,22556919,1,672551,0,16880,655671
1283,2023-07-09,Sri Lanka,22556918,1,672552,0,16880,655672
1284,2023-07-10,Sri Lanka,22556916,2,672554,0,16880,655674
1285,2023-07-11,Sri Lanka,22556916,0,672554,0,16880,655674
1286,2023-07-12,Sri Lanka,22556916,0,672554,0,16880,655674
1287,2023-07-13,Sri Lanka,22556914,2,672556,0,16880,655676
1288,2023-07-14,Sri Lanka,22556912,2,672558,0,16880,655678
1289,2023-07-15,Sri Lanka,22556911,1,672559,0,16880,655679
1290,2023-07-16,Sri Lanka,22556910,1,672560,0,16880,655680
1291,2023-07-17,Sri Lanka,22556909,1,672561,0,16880,655681
1292,2023-07-18,Sri Lanka,22556909,0,672561,0,16880,655681
1293,2023-07-19,Sri Lanka,22556909,0,672561,0,16880,655681
1294,2023-07-20,Sri Lanka,22556909,0,672561,0,16880,655681
1295,2023-07-21,Sri Lanka,22556907,2,672563,0,16880,655683
1296,2023-07-22,Sri Lanka,22556907,0,672563,0,16880,655683
1297,2023-07-23,Sri Lanka,22556907,0,672563,0,16880,655683
1298,2023-07-24,Sri Lanka,22556907,0,672563,0,16880,655683
1299,2023-07-25,Sri Lanka,22556906,1,672564,0,16880,655684
1300,2023-07-26,Sri Lanka,22556906,0,672564,0,16880,655684
1301,2023-07-27,Sri Lanka,22556904,2,672566,0,16880,655686
1302,2023-07-28,Sri Lanka,22556904,0,672566,0,16880,655686
1303,2023-07-29,Sri Lanka,22556903,1,672567,0,16880,655687
1304,2023-07-30,Sri Lanka,22556902,1,672568,0,16880,655688
1305,2023-07-31,Sri Lanka,22556901,1,672569,0,16880,655689
1306,2023-08-01,Sri Lanka,22556901,0,672569,0,16880,655689
1307,2023-08-02,Sri Lanka,22556901,0,672569,0,16880,655689
1308,2023-08-03,Sri Lanka,22556901,0,672569,0,16880,655689
1309,2023-08-04,Sri Lanka,22556901,0,672569,1,16881,655688
1310,2023-08-05,Sri Lanka,22556901,0,672569,1,16882,655687
1311,2023-08-06,Sri Lanka,22556901,0,672569,0,16882,655687
1312,2023-08-07,Sri Lanka,22556901,0,672569,0,16882,655687
1313,2023-08-08,Sri Lanka,22556901,0,672569,0,16882,655687
1314,2023-08-09,Sri Lanka,22556900,1,672570,0,16882,655688
1315,2023-08-10,Sri Lanka,22556898,2,672572,0,16882,655690
1316,2023-08-11,Sri Lanka,22556898,0,672572,0,16882,655690
1317,2023-08-12,Sri Lanka,22556897,1,672573,0,16882,655691
1318,2023-08-13,Sri Lanka,22556897,0,672573,0,16882,655691
1319,2023-08-14,Sri Lanka,22556897,0,672573,0,16882,655691
1320,2023-08-15,Sri Lanka,22556897,0,672573,0,16882,655691
1321,2023-08-16,Sri Lanka,22556896,1,672574,0,16882,655692
1322,2023-08-17,Sri Lanka,22556896,0,672574,0,16882,655692
1323,2023-08-18,Sri Lanka,22556896,0,672574,0,16882,655692
1324,2023-08-19,Sri Lanka,22556895,1,672575,0,16882,655693
1325,2023-08-20,Sri Lanka,22556895,0,672575,0,16882,655693
1326,2023-08-21,Sri Lanka,22556895,0,672575,0,16882,655693
1327,2023-08-22,Sri Lanka,22556894,1,672576,0,16882,655694
1328,2023-08-23,Sri Lanka,22556894,0,672576,0,16882,655694
1329,2023-08-24,Sri Lanka,22556894,0,672576,0,16882,655694
1330,2023-08-25,Sri Lanka,22556893,1,672577,0,16882,655695
1331,2023-08-26,Sri Lanka,22556893,0,672577,0,16882,655695
1332,2023-08-27,Sri Lanka,22556893,0,672577,0,16882,655695
1333,2023-08-28,Sri Lanka,22556892,1,672578,0,16882,655696
1334,2023-08-29,Sri Lanka,22556892,0,672578,0,16882,655696
1335,2023-08-30,Sri Lanka,22556891,1,672579,0,16882,655697
1336,2023-08-31,Sri Lanka,22556891,0,672579,0,16882,655697
1337,2023-09-01,Sri Lanka,22556891,0,672579,0,16882,655697
1338,2023-09-02,Sri Lanka,22556891,0,672579,0,16882,655697
1339,2023-09-03,Sri Lanka,22556891,0,672579,0,16882,655697
1340,2023-09-04,Sri Lanka,22556891,0,672579,0,16882,655697
1341,2023-09-05,Sri Lanka,22556891,0,672579,0,16882,655697
1342,2023-09-06,Sri Lanka,22556891,0,672579,0,16882,655697
1343,2023-09-07,Sri Lanka,22556891,0,672579,0,16882,655697
1344,2023-09-08,Sri Lanka,22556891,0,672579,0,16882,655697
1345,2023-09-09,Sri Lanka,22556891,0,672579,0,16882,655697
1346,2023-09-10,Sri Lanka,22556891,0,672579,0,16882,655697
1347,2023-09-11,Sri Lanka,22556891,0,672579,0,16882,655697
1348,2023-09-12,Sri Lanka,22556890,1,672580,0,16882,655698
1349,2023-09-13,Sri Lanka,22556889,1,672581,0,16882,655699
1350,2023-09-14,Sri Lanka,22556888,1,672582,0,16882,655700
1351,2023-09-15,Sri Lanka,22556888,0,672582,0,16882,655700
1352,2023-09-16,Sri Lanka,22556888,0,672582,0,16882,655700
1353,2023-09-17,Sri Lanka,22556887,1,672583,0,16882,655701
1354,2023-09-18,Sri Lanka,22556887,0,672583,0,16882,655701
1355,2023-09-19,Sri Lanka,22556887,0,672583,0,16882,655701
1356,2023-09-20,Sri Lanka,22556886,1,672584,0,16882,655702
1357,2023-09-21,Sri Lanka,22556885,1,672585,0,16882,655703
1358,2023-09-22,Sri Lanka,22556883,2,672587,0,16882,655705
1359,2023-09-23,Sri Lanka,22556883,0,672587,0,16882,655705
1360,2023-09-24,Sri Lanka,22556883,0,672587,0,16882,655705
1361,2023-09-25,Sri Lanka,22556882,1,672588,0,16882,655706
1362,2023-09-26,Sri Lanka,22556882,0,672588,0,16882,655706
1363,2023-09-27,Sri Lanka,22556881,1,672589,0,16882,655707
1364,2023-09-28,Sri Lanka,22556881,0,672589,0,16882,655707
1365,2023-09-29,Sri Lanka,22556881,0,672589,0,16882,655707
1366,2023-09-30,Sri Lanka,22556881,0,672589,0,16882,655707
1367,2023-10-01,Sri Lanka,22556881,0,672589,0,16882,655707
1368,2023-10-02,Sri Lanka,22556881,0,672589,0,16882,655707
1369,2023-10-03,Sri Lanka,22556881,0,672589,0,16882,655707
1370,2023-10-04,Sri Lanka,22556881,0,672589,0,16882,655707
1371,2023-10-05,Sri Lanka,22556881,0,672589,0,16882,655707
1372,2023-10-06,Sri Lanka,22556881,0,672589,0,16882,655707
1373,2023-10-07,Sri Lanka,22556881,0,672589,0,16882,655707
1374,2023-10-08,Sri Lanka,22556880,1,672590,0,16882,655708
1375,2023-10-09,Sri Lanka,22556880,0,672590,0,16882,655708
1376,2023-10-10,Sri Lanka,22556879,1,672591,0,16882,655709
1377,2023-10-11,Sri Lanka,22556878,1,672592,0,16882,655710
1378,2023-10-12,Sri Lanka,22556878,0,672592,0,16882,655710
1379,2023-10-13,Sri Lanka,22556878,0,672592,0,16882,655710
1380,2023-10-14,Sri Lanka,22556878,0,672592,0,16882,655710
1381,2023-10-15,Sri Lanka,22556877,1,672593,0,16882,655711
1382,2023-10-16,Sri Lanka,22556877,0,672593,0,16882,655711
1383,2023-10-17,Sri Lanka,22556877,0,672593,0,16882,655711
1384,2023-10-18,Sri Lanka,22556876,1,672594,0,16882,655712
1385,2023-10-19,Sri Lanka,22556876,0,672594,0,16882,655712
1386,2023-10-20,Sri Lanka,22556875,1,672595,0,16882,655713
1387,2023-10-21,Sri Lanka,22556874,1,672596,0,16882,655714
1388,2023-10-22,Sri Lanka,22556873,1,672597,0,16882,655715
1389,2023-10-23,Sri Lanka,22556873,0,672597,1,16883,655714
1390,2023-10-24,Sri Lanka,22556873,0,672597,0,16883,655714
1391,2023-10-25,Sri Lanka,22556873,0,672597,0,16883,655714
1392,2023-10-26,Sri Lanka,22556873,0,672597,0,16883,655714
1393,2023-10-27,Sri Lanka,22556873,0,672597,0,16883,655714
1394,2023-10-28,Sri Lanka,22556872,1,672598,0,16883,655715
1395,2023-10-29,Sri Lanka,22556872,0,672598,0,16883,655715
1396,2023-10-30,Sri Lanka,22556870,2,672600,0,16883,655717
1397,2023-10-31,Sri Lanka,22556868,2,672602,0,16883,655719
1398,2023-11-01,Sri Lanka,22556868,0,672602,0,16883,655719
1399,2023-11-02,Sri Lanka,22556866,2,672604,0,16883,655721
1400,2023-11-03,Sri Lanka,22556866,0,672604,0,16883,655721
1401,2023-11-04,Sri Lanka,22556866,0,672604,0,16883,655721
1402,2023-11-05,Sri Lanka,22556864,2,672606,0,16883,655723
1403,2023-11-06,Sri Lanka,22556862,2,672608,2,16885,655723
1404,2023-11-07,Sri Lanka,22556861,1,672609,0,16885,655724
1405,2023-11-08,Sri Lanka,22556860,1,672610,0,16885,655725
1406,2023-11-09,Sri Lanka,22556860,0,672610,0,16885,655725
1407,2023-11-10,Sri Lanka,22556858,2,672612,0,16885,655727
1408,2023-11-11,Sri Lanka,22556858,0,672612,0,16885,655727
1409,2023-11-12,Sri Lanka,22556858,0,672612,0,16885,655727
1410,2023-11-13,Sri Lanka,22556857,1,672613,0,16885,655728
1411,2023-11-14,Sri Lanka,22556856,1,672614,0,16885,655729
1412,2023-11-15,Sri Lanka,22556854,2,672616,0,16885,655731
1413,2023-11-16,Sri Lanka,22556853,1,672617,0,16885,655732
1414,2023-11-17,Sri Lanka,22556852,1,672618,0,16885,655733
1415,2023-11-18,Sri Lanka,22556852,0,672618,0,16885,655733
1416,2023-11-19,Sri Lanka,22556852,0,672618,0,16885,655733
1417,2023-11-20,Sri Lanka,22556851,1,672619,1,16886,655733
1418,2023-11-21,Sri Lanka,22556851,0,672619,0,16886,655733
1419,2023-11-22,Sri Lanka,22556849,2,672621,0,16886,655735
1420,2023-11-23,Sri Lanka,22556849,0,672621,0,16886,655735
1421,2023-11-24,Sri Lanka,22556845,4,672625,0,16886,655739
1422,2023-11-25,Sri Lanka,22556844,1,672626,0,16886,655740
1423,2023-11-26,Sri Lanka,22556841,3,672629,0,16886,655743
1424,2023-11-27,Sri Lanka,22556841,0,672629,0,16886,655743
1425,2023-11-28,Sri Lanka,22556841,0,672629,0,16886,655743
1426,2023-11-29,Sri Lanka,22556836,5,672634,0,16886,655748
1427,2023-11-30,Sri Lanka,22556836,0,672634,0,16886,655748
1428,2023-12-01,Sri Lanka,22556831,5,672639,0,16886,655753
1429,2023-12-05,Sri Lanka,22556826,5,672644,0,16886,655758
1430,2023-12-07,Sri Lanka,22556821,5,672649,0,16886,655763
1431,2023-12-09,Sri Lanka,22556817,4,672653,0,16886,655767
1432,2023-12-10,Sri Lanka,22556816,1,672654,0,16886,655768
1433,2023-12-11,Sri Lanka,22556813,3,672657,0,16886,655771
1434,2023-12-13,Sri Lanka,22556811,2,672659,0,16886,655773
1435,2023-12-15,Sri Lanka,22556809,2,672661,0,16886,655775
1436,2023-12-20,Sri Lanka,22556805,4,672665,0,16886,655779
1437,2023-12-22,Sri Lanka,22556797,8,672673,0,16888,655785
1438,2023-12-24,Sri Lanka,22556791,6,672679,0,16888,655791
1439,2023-12-26,Sri Lanka,22556785,6,672685,0,16888,655797
1440,2023-12-30,Sri Lanka,22556768,17,672702,0,16890,655812
1441,2023-12-31,Sri Lanka,22556763,5,672707,0,16890,655817
1442,2024-01-02,Sri Lanka,22556760,3,672710,1,16891,655819
1443,2024-01-04,Sri Lanka,22556757,3,672713,0,16891,655822
1444,2024-01-06,Sri Lanka,22556752,5,672718,0,16891,655827
1445,2024-01-07,Sri Lanka,22556749,3,672721,2,16893,655828
1446,2024-01-10,Sri Lanka,22556744,5,672726,0,16893,655833
1447,2024-01-11,Sri Lanka,22556742,2,672728,0,16893,655835
1448,2024-01-12,Sri Lanka,22556741,1,672729,0,16893,655836
1449,2024-01-13,Sri Lanka,22556736,5,672734,0,16893,655841
1450,2024-01-17,Sri Lanka,22556732,4,672738,0,16893,655845
1451,2024-01-22,Sri Lanka,22556730,2,672740,0,16893,655847
1452,2024-01-24,Sri Lanka,22556727,3,672743,0,16893,655850
1453,2024-01-25,Sri Lanka,22556726,1,672744,0,16893,655851
1454,2024-01-29,Sri Lanka,22556725,1,672745,3,16896,655849
1455,2024-02-06,Sri Lanka,22556724,1,672746,1,16897,655849
1456,2024-02-09,Sri Lanka,22556723,1,672747,0,16897,655850
1457,2024-02-14,Sri Lanka,22556722,1,672748,0,16897,655851
1458,2024-02-24,Sri Lanka,22556721,1,672749,0,16897,655852
1459,2024-02-27,Sri Lanka,22556720,1,672750,0,16897,655853
1460,2024-03-10,Sri Lanka,22556719,1,672751,0,16897,655854
1461,2024-03-19,Sri Lanka,22556717,2,672753,0,16897,655856
1462,2024-03-24,Sri Lanka,22556716,1,672754,2,16899,655855
1463,2024-05-06,Sri Lanka,22556711,5,672759,2,16901,655858
1464,2024-05-09,Sri Lanka,22556708,3,672762,0,16901,655861
1465,2024-05-15,Sri Lanka,22556707,1,672763,0,16901,655862
1466,2024-05-20,Sri Lanka,22556702,5,672768,0,16901,655867
1467,2024-06-03,Sri Lanka,22556691,11,672779,3,16904,655875
1468,2024-06-20,Sri Lanka,22556682,9,672788,3,16907,655881
1469,2024-06-30,Sri Lanka,22556679,3,672791,0,16907,655884
1470,2024-07-21,Sri Lanka,22556673,6,672797,0,16907,655890
1471,2024-07-31,Sri Lanka,22556672,1,672798,0,16907,655891
1472,2024-09-02,Sri Lanka,22556668,4,672802,0,16907,655895
1473,2024-10-27,Sri Lanka,22556661,7,672809,0,16907,655902
1474,2024-11-30,Sri Lanka,22556658,3,672812,0,16907,655905